Breed,Type_of_disorder,Disease,Predisposition_to_disease,Size,Group_UK,Group_AKC,Alternative_breed_names
bearded collie,none,factor vii deficiency,none,medium,pastoral,pastoral,"bearded collie, ""highland collie, mountain collie, hairy moued collie"", beardie, collie (rough and smooth), bearded collie"
bearded collie,inherited eye disorders,glaucoma,none,medium,pastoral,pastoral,"bearded collie, ""highland collie, mountain collie, hairy moued collie"", beardie, collie (rough and smooth), bearded collie"
bearded collie,inherited nervous system disorders,globoid cell leukodystrophy,none,medium,pastoral,pastoral,"bearded collie, ""highland collie, mountain collie, hairy moued collie"", beardie, collie (rough and smooth), bearded collie"
bearded collie,inherited blood disorders,hemolytic anemia,none,medium,pastoral,pastoral,"bearded collie, ""highland collie, mountain collie, hairy moued collie"", beardie, collie (rough and smooth), bearded collie"
bearded collie,inherited blood disorders,hemophilia a,none,medium,pastoral,pastoral,"bearded collie, ""highland collie, mountain collie, hairy moued collie"", beardie, collie (rough and smooth), bearded collie"
bearded collie,none,hypercholesterolemia,none,medium,pastoral,pastoral,"bearded collie, ""highland collie, mountain collie, hairy moued collie"", beardie, collie (rough and smooth), bearded collie"
bearded collie,inherited endocrine disorders,hypothyroidism,none,medium,pastoral,pastoral,"bearded collie, ""highland collie, mountain collie, hairy moued collie"", beardie, collie (rough and smooth), bearded collie"
bearded collie,none,immunoglobulin a deficiency,none,medium,pastoral,pastoral,"bearded collie, ""highland collie, mountain collie, hairy moued collie"", beardie, collie (rough and smooth), bearded collie"
bearded collie,none,intervertebral disc disease,none,medium,pastoral,pastoral,"bearded collie, ""highland collie, mountain collie, hairy moued collie"", beardie, collie (rough and smooth), bearded collie"
bearded collie,none,"kidney aplasia, unilateral",none,medium,pastoral,pastoral,"bearded collie, ""highland collie, mountain collie, hairy moued collie"", beardie, collie (rough and smooth), bearded collie"
bearded collie,none,lipidosis,none,medium,pastoral,pastoral,"bearded collie, ""highland collie, mountain collie, hairy moued collie"", beardie, collie (rough and smooth), bearded collie"
bearded collie,none,lymphocytic thyroiditis,none,medium,pastoral,pastoral,"bearded collie, ""highland collie, mountain collie, hairy moued collie"", beardie, collie (rough and smooth), bearded collie"
bearded collie,inherited nervous system disorders,lysosomal storage diseases,none,medium,pastoral,pastoral,"bearded collie, ""highland collie, mountain collie, hairy moued collie"", beardie, collie (rough and smooth), bearded collie"
bearded collie,none,mononephrosis,none,medium,pastoral,pastoral,"bearded collie, ""highland collie, mountain collie, hairy moued collie"", beardie, collie (rough and smooth), bearded collie"
bearded collie,none,multiple epiphyseal dysplasia,none,medium,pastoral,pastoral,"bearded collie, ""highland collie, mountain collie, hairy moued collie"", beardie, collie (rough and smooth), bearded collie"
bearded collie,none,necrotizing panotitis,none,medium,pastoral,pastoral,"bearded collie, ""highland collie, mountain collie, hairy moued collie"", beardie, collie (rough and smooth), bearded collie"
bearded collie,inherited eye disorders,optic nerve hypoplasia,none,medium,pastoral,pastoral,"bearded collie, ""highland collie, mountain collie, hairy moued collie"", beardie, collie (rough and smooth), bearded collie"
bearded collie,none,otocephalic syndrome,none,medium,pastoral,pastoral,"bearded collie, ""highland collie, mountain collie, hairy moued collie"", beardie, collie (rough and smooth), bearded collie"
bearded collie,none,abnormal copper metabolism,none,medium,pastoral,pastoral,"bearded collie, ""highland collie, mountain collie, hairy moued collie"", beardie, collie (rough and smooth), bearded collie"
bearded collie,inherited eye disorders,persistent pupillary membrane,none,medium,pastoral,pastoral,"bearded collie, ""highland collie, mountain collie, hairy moued collie"", beardie, collie (rough and smooth), bearded collie"
bearded collie,inherited cardiovascular disorders,pulmonic stenosis,none,medium,pastoral,pastoral,"bearded collie, ""highland collie, mountain collie, hairy moued collie"", beardie, collie (rough and smooth), bearded collie"
bearded collie,none,renal hypoplasia,none,medium,pastoral,pastoral,"bearded collie, ""highland collie, mountain collie, hairy moued collie"", beardie, collie (rough and smooth), bearded collie"
bearded collie,inherited eye disorders,retinal dysplasia,none,medium,pastoral,pastoral,"bearded collie, ""highland collie, mountain collie, hairy moued collie"", beardie, collie (rough and smooth), bearded collie"
bearded collie,none,sebaceous gland tumor,none,medium,pastoral,pastoral,"bearded collie, ""highland collie, mountain collie, hairy moued collie"", beardie, collie (rough and smooth), bearded collie"
bearded collie,none,short tail,none,medium,pastoral,pastoral,"bearded collie, ""highland collie, mountain collie, hairy moued collie"", beardie, collie (rough and smooth), bearded collie"
bearded collie,inherited cardiovascular disorders,tetralogy of fallot,none,medium,pastoral,pastoral,"bearded collie, ""highland collie, mountain collie, hairy moued collie"", beardie, collie (rough and smooth), bearded collie"
bearded collie,none,thyroiditis,none,medium,pastoral,pastoral,"bearded collie, ""highland collie, mountain collie, hairy moued collie"", beardie, collie (rough and smooth), bearded collie"
bearded collie,inherited cardiovascular disorders,ventricular septal defect,none,medium,pastoral,pastoral,"bearded collie, ""highland collie, mountain collie, hairy moued collie"", beardie, collie (rough and smooth), bearded collie"
bearded collie,inherited blood disorders,von willebrand's disease,none,medium,pastoral,pastoral,"bearded collie, ""highland collie, mountain collie, hairy moued collie"", beardie, collie (rough and smooth), bearded collie"
bedlington terrier,inherited eye disorders,cataract,have an increased incidence,small,terrier,terrier,"bedlington terrier, ""rothbury terrier, rodbery terrier, rothburys lamb"", bedlington terrier"
bedlington terrier,inherited eye disorders,glaucoma,may be inherited,small,terrier,terrier,"bedlington terrier, ""rothbury terrier, rodbery terrier, rothburys lamb"", bedlington terrier"
bedlington terrier,inherited eye disorders,progressive retinal atrophy (rod-cone dysplasia),may be inherited,small,terrier,terrier,"bedlington terrier, ""rothbury terrier, rodbery terrier, rothburys lamb"", bedlington terrier"
bedlington terrier,inherited eye disorders,retinal dysplasia,most important,small,terrier,terrier,"bedlington terrier, ""rothbury terrier, rodbery terrier, rothburys lamb"", bedlington terrier"
bedlington terrier,inherited gastrointestinal disorders,chronic hepatitis,most important,small,terrier,terrier,"bedlington terrier, ""rothbury terrier, rodbery terrier, rothburys lamb"", bedlington terrier"
bernese mountain dog,none,cerebellar cortical abiotrophy,have an increased incidence,large,working,working,"bernese mountain dog, berner sennenhund, bernese cattle dog, berner, bernese mountain dog"
bernese mountain dog,inherited musculoskeletal disorders,elbow dysplasia,most important,large,working,working,"bernese mountain dog, berner sennenhund, bernese cattle dog, berner, bernese mountain dog"
bernese mountain dog,inherited musculoskeletal disorders,hip dysplasia,most important,large,working,working,"bernese mountain dog, berner sennenhund, bernese cattle dog, berner, bernese mountain dog"
bernese mountain dog,inherited eye disorders,progressive retinal atrophy (rod-cone dysplasia),have an increased incidence,large,working,working,"bernese mountain dog, berner sennenhund, bernese cattle dog, berner, bernese mountain dog"
bernese mountain dog,inherited blood disorders,von willebrand's disease,may be inherited,large,working,working,"bernese mountain dog, berner sennenhund, bernese cattle dog, berner, bernese mountain dog"
bernese mountain dog,inherited skin disorders,colour dilution alopecia,have an increased incidence,large,working,working,"bernese mountain dog, berner sennenhund, bernese cattle dog, berner, bernese mountain dog"
bernese mountain dog,inherited disorders of the urinary and reproductive systems,familial kidney disease,have an increased incidence,large,working,working,"bernese mountain dog, berner sennenhund, bernese cattle dog, berner, bernese mountain dog"
bernese mountain dog,inherited blood disorders,histiocytosis,most important,large,working,working,"bernese mountain dog, berner sennenhund, bernese cattle dog, berner, bernese mountain dog"
bernese mountain dog,inherited nervous system disorders,idiopathic epilepsy,have an increased incidence,large,working,working,"bernese mountain dog, berner sennenhund, bernese cattle dog, berner, bernese mountain dog"
bernese mountain dog,inherited nervous system disorders,meningitis,most important,large,working,working,"bernese mountain dog, berner sennenhund, bernese cattle dog, berner, bernese mountain dog"
bernese mountain dog,none,hypomyelinogenesis,have an increased incidence,large,working,working,"bernese mountain dog, berner sennenhund, bernese cattle dog, berner, bernese mountain dog"
bichon frise,inherited skin disorders,atopy,have an increased incidence,small,toy,non-sporting,"bichon frise, bichón tenerife, bichon à poil frisé, bichon frise"
bichon frise,inherited eye disorders,cataract,have an increased incidence,small,toy,non-sporting,"bichon frise, bichón tenerife, bichon à poil frisé, bichon frise"
bichon frise,inherited eye disorders,corneal dystrophy,have an increased incidence,small,toy,non-sporting,"bichon frise, bichón tenerife, bichon à poil frisé, bichon frise"
bichon frise,inherited blood disorders,hemophilia b,have an increased incidence,small,toy,non-sporting,"bichon frise, bichón tenerife, bichon à poil frisé, bichon frise"
bichon frise,inherited cardiovascular disorders,patent ductus arteriosus,have an increased incidence,small,toy,non-sporting,"bichon frise, bichón tenerife, bichon à poil frisé, bichon frise"
bichon frise,inherited skin disorders,congenital hypotrichosis,have an increased incidence,small,toy,non-sporting,"bichon frise, bichón tenerife, bichon à poil frisé, bichon frise"
bichon frise,inherited nervous system disorders,idiopathic epilepsy,may be inherited,small,toy,non-sporting,"bichon frise, bichón tenerife, bichon à poil frisé, bichon frise"
bichon frise,inherited nervous system disorders,shaker dog syndrome,have an increased incidence,small,toy,non-sporting,"bichon frise, bichón tenerife, bichon à poil frisé, bichon frise"
bichon frise,inherited disorders of the urinary and reproductive systems,urolithiasis (stones),have an increased incidence,small,toy,non-sporting,"bichon frise, bichón tenerife, bichon à poil frisé, bichon frise"
bichon frise,inherited nervous system disorders,ataxia,none,small,toy,non-sporting,"bichon frise, bichón tenerife, bichon à poil frisé, bichon frise"
bichon frise,none,cerebellar degeneration,none,small,toy,non-sporting,"bichon frise, bichón tenerife, bichon à poil frisé, bichon frise"
bichon frise,none,cerebellar and extrapyramidal abiotrophy,none,small,toy,non-sporting,"bichon frise, bichón tenerife, bichon à poil frisé, bichon frise"
